name;residuals-runtime;residuals-parsing;residuals-residuals
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6842-aut1.mata;0.0; 0.00190879; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6842-aut10.mata;0.0; 0.00214702; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6842-aut2.mata;0.0; 0.00180246; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6842-aut9.mata;0.0; 0.00361177; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6914-aut1.mata;0.0; 0.00201607; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6914-aut10.mata;0.0; 0.00175268; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6914-aut2.mata;0.0; 0.00192246; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6914-aut9.mata;0.0; 0.00200236; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6932-aut1.mata;0.0; 0.00245931; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6932-aut10.mata;0.0; 0.0017528; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6932-aut2.mata;0.0; 0.00179801; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6932-aut9.mata;0.0; 0.00172124; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6966-aut1.mata;0.0; 0.00196078; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6966-aut10.mata;0.0; 0.00223593; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6966-aut2.mata;0.0; 0.00195252; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6966-aut9.mata;0.0; 0.00296693; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6979-aut1.mata;0.0; 0.00210095; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6979-aut10.mata;0.0; 0.00206422; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6979-aut2.mata;0.0; 0.00253408; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query6979-aut9.mata;0.0; 0.00185133; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7051-aut1.mata;0.0; 0.00191892; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7051-aut10.mata;0.0; 0.0018525; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7051-aut2.mata;0.0; 0.00175955; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7051-aut9.mata;0.0; 0.00197078; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7116-aut1.mata;0.0; 0.00182726; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7116-aut10.mata;0.0; 0.00230549; 0.0005
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7116-aut2.mata;0.0; 0.00196854; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7116-aut9.mata;0.0; 0.00202996; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7313-aut1.mata;0.0; 0.00194378; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7313-aut10.mata;0.0; 0.00178916; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7313-aut2.mata;0.0; 0.00209713; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7313-aut9.mata;0.0; 0.00182151; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7481-aut1.mata;0.0; 0.00233273; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7481-aut10.mata;0.0; 0.00312701; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7481-aut2.mata;0.0; 0.00189794; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7481-aut9.mata;0.0; 0.00193692; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7487-aut1.mata;0.0; 0.00481995; 0.0005
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7487-aut10.mata;0.0; 0.00199994; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7487-aut2.mata;0.0; 0.00197377; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7487-aut9.mata;0.0; 0.00275451; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7493-aut1.mata;0.0; 0.00194905; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7493-aut10.mata;0.0; 0.00178224; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7493-aut2.mata;0.0; 0.00197162; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7493-aut9.mata;0.0; 0.00168945; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7561-aut1.mata;0.0; 0.00191146; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7561-aut10.mata;0.0; 0.00503932; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7561-aut2.mata;0.0; 0.00288997; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7561-aut9.mata;0.0; 0.00197906; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7657-aut1.mata;0.0; 0.00219709; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7657-aut10.mata;0.0; 0.00253522; 0.0011
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7657-aut2.mata;0.0; 0.00191672; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7657-aut9.mata;0.0; 0.00628724; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7665-aut1.mata;0.0; 0.00817426; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7665-aut2.mata;0.0; 0.00175999; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7665-aut9.mata;0.0; 0.00174986; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7698-aut1.mata;0.0; 0.00248838; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7698-aut10.mata;0.0; 0.00193468; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7698-aut2.mata;0.0; 0.00251288; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7698-aut9.mata;0.0; 0.00253115; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7704-aut1.mata;0.0; 0.00219998; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7704-aut10.mata;0.0; 0.00556835; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7704-aut2.mata;0.0; 0.00197932; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7704-aut9.mata;0.0; 0.00203186; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7723-aut1.mata;0.0; 0.00178536; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7723-aut10.mata;0.0; 0.0018716; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7723-aut2.mata;0.0; 0.00327752; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7723-aut9.mata;0.0; 0.00196043; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7820-aut1.mata;0.0; 0.00348728; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7820-aut10.mata;0.0; 0.00199582; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7820-aut2.mata;0.0; 0.00182057; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7820-aut9.mata;0.0; 0.00197144; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7958-aut1.mata;0.0; 0.00206022; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7958-aut10.mata;0.0; 0.00169382; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7958-aut2.mata;0.01; 0.0019423; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7958-aut9.mata;0.01; 0.00898767; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7985-aut1.mata;0.0; 0.00182828; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7985-aut10.mata;0.0; 0.00237537; 0.0004
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7985-aut2.mata;0.01; 0.0131143; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7985-aut9.mata;0.0; 0.0078325; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7990-aut1.mata;0.0; 0.00350464; 0.0049
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7990-aut2.mata;0.0; 0.00211113; 0.0005
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query7990-aut9.mata;0.0; 0.00344961; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8000-aut1.mata;0.0; 0.00482355; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8000-aut10.mata;0.0; 0.00184764; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8000-aut2.mata;0.0; 0.00382563; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8000-aut9.mata;0.0; 0.00242729; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8094-aut1.mata;0.0; 0.00192447; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8094-aut10.mata;0.0; 0.00177556; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8094-aut2.mata;0.0; 0.00202077; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8094-aut9.mata;0.0; 0.00230944; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8149-aut1.mata;0.0; 0.00199267; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8149-aut10.mata;0.0; 0.00239516; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8149-aut2.mata;0.0; 0.00238579; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8149-aut9.mata;0.0; 0.0016953; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8288-aut1.mata;0.0; 0.00225858; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8288-aut10.mata;0.0; 0.00296031; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8288-aut2.mata;0.0; 0.00178369; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8288-aut9.mata;0.0; 0.0019791; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8303-aut1.mata;0.0; 0.00194799; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8303-aut10.mata;0.0; 0.0020343; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8303-aut2.mata;0.0; 0.00215391; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8303-aut9.mata;0.0; 0.00210399; 0.0005
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8333-aut1.mata;0.0; 0.00509004; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8333-aut10.mata;0.0; 0.00182733; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8333-aut2.mata;0.0; 0.00183358; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8333-aut9.mata;0.0; 0.0017251; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8343-aut1.mata;0.0; 0.00272516; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8343-aut10.mata;0.0; 0.00251609; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8343-aut2.mata;0.0; 0.00219184; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8343-aut9.mata;0.0; 0.00248066; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8348-aut1.mata;0.0; 0.00197648; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8348-aut10.mata;0.0; 0.00219519; 0.0004
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8348-aut2.mata;0.0; 0.00202463; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8348-aut9.mata;0.0; 0.00187688; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8486-aut1.mata;0.0; 0.00200321; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8486-aut10.mata;0.0; 0.00197558; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8486-aut2.mata;0.0; 0.00395749; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8486-aut9.mata;0.0; 0.0020642; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8512-aut1.mata;0.0; 0.00260974; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8512-aut10.mata;0.0; 0.00175613; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8512-aut2.mata;0.0; 0.00172355; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8512-aut9.mata;0.0; 0.00188085; 0.0005
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8523-aut1.mata;0.0; 0.0022465; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8523-aut10.mata;0.0; 0.00225367; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8523-aut2.mata;0.0; 0.00279044; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8523-aut9.mata;0.0; 0.0026938; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8582-aut1.mata;0.0; 0.00169152; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8582-aut2.mata;0.0; 0.00379214; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8582-aut3.mata;0.0; 0.00214775; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8589-aut1.mata;0.0; 0.00493609; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8589-aut10.mata;0.0; 0.00194611; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8589-aut2.mata;0.0; 0.00210646; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8589-aut9.mata;0.0; 0.00197811; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8824-aut1.mata;0.0; 0.00787711; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8824-aut10.mata;0.0; 0.00178768; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8824-aut2.mata;0.0; 0.0031066; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8824-aut9.mata;0.0; 0.00183855; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8855-aut1.mata;0.0; 0.00231406; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8855-aut10.mata;0.0; 0.00201552; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8855-aut2.mata;0.0; 0.0022525; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8855-aut9.mata;0.0; 0.00207386; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8856-aut1.mata;0.0; 0.00275052; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8856-aut10.mata;0.0; 0.00205492; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8856-aut2.mata;0.0; 0.00178597; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8856-aut9.mata;0.0; 0.00196389; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8865-aut1.mata;0.0; 0.00201134; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8865-aut10.mata;0.0; 0.00390196; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8865-aut2.mata;0.0; 0.00255093; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8865-aut9.mata;0.0; 0.00249151; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8867-aut1.mata;0.0; 0.00188625; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8867-aut10.mata;0.0; 0.00177505; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8867-aut2.mata;0.0; 0.00210953; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8867-aut9.mata;0.0; 0.00178563; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8926-aut1.mata;0.0; 0.0018467; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8926-aut10.mata;0.0; 0.00290885; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8926-aut2.mata;0.0; 0.00199854; 0.0024
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8926-aut9.mata;0.0; 0.00257812; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8952-aut1.mata;0.0; 0.00196859; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8952-aut10.mata;0.0; 0.00180855; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8952-aut2.mata;0.0; 0.00229275; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8952-aut9.mata;0.0; 0.00221926; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8955-aut1.mata;0.0; 0.00281446; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8955-aut10.mata;0.0; 0.00202883; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8955-aut2.mata;0.0; 0.00194326; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8955-aut9.mata;0.0; 0.00280384; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8957-aut1.mata;0.0; 0.00364362; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8957-aut10.mata;0.0; 0.00204849; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8957-aut2.mata;0.0; 0.00239065; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8957-aut9.mata;0.0; 0.00208276; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8962-aut1.mata;0.0; 0.00212778; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8962-aut10.mata;0.0; 0.00232727; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8962-aut2.mata;0.0; 0.00175721; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8962-aut9.mata;0.0; 0.00182811; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8966-aut1.mata;0.0; 0.00214129; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8966-aut10.mata;0.0; 0.00204464; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8966-aut2.mata;0.0; 0.00194986; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query8966-aut9.mata;0.0; 0.00188448; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9049-aut1.mata;0.0; 0.00219069; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9049-aut10.mata;0.0; 0.00336787; 0.0003
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9049-aut2.mata;0.0; 0.00209575; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9049-aut9.mata;0.0; 0.00204446; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9063-aut1.mata;0.0; 0.00174301; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9063-aut10.mata;0.0; 0.00255828; 0.0005
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9063-aut2.mata;0.0; 0.00217358; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9063-aut9.mata;0.0; 0.00507084; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9064-aut1.mata;0.0; 0.00196301; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9064-aut10.mata;0.0; 0.00233675; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9064-aut2.mata;0.0; 0.001952; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9064-aut9.mata;0.0; 0.00251276; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9066-aut1.mata;0.0; 0.00196149; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9066-aut10.mata;0.0; 0.00240085; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9066-aut2.mata;0.0; 0.00415857; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9066-aut9.mata;0.0; 0.0018535; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9070-aut1.mata;0.0; 0.00163344; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9070-aut10.mata;0.0; 0.00206181; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9070-aut2.mata;0.0; 0.00174554; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9070-aut9.mata;0.0; 0.00423167; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9132-aut1.mata;0.0; 0.00231944; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9132-aut10.mata;0.0; 0.00211926; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9132-aut2.mata;0.0; 0.00452683; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query9132-aut9.mata;0.0; 0.0018962; 0.0002
automata/nfa-bench/benchmarks/bool_comb/ere/boolean_and_loops-sat-comp1_inclusion_unsat-aut1.mata;0.0; 0.000405201; 0.0002
