name;brzozowski-runtime;brzozowski-parsing;brzozowski-Brzozowski
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1477.0.mata;0.48; 0.504418; 0.0063
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1479.0.mata;1.15; 1.16806; 0.0058
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1575.0.mata;0.98; 0.996368; 0.0031
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1578.0.mata;1.03; 1.07321; 0.0032
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1597.0.mata;1.46; 1.48954; 0.0057
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1676.0.mata;1.16; 1.16604; 0.0038
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1677.0.mata;1.68; 1.71579; 0.0059
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1679.0.mata;1.57; 1.59932; 0.0064
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_17.0.mata;0.28; 0.2892; 0.0008
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1703.0.mata;1.46; 1.46712; 0.0048
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1707.0.mata;1.61; 1.69974; 0.0082
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1720.0.mata;1.1; 1.08724; 0.0042
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1722.0.mata;1.1; 1.1008; 0.0057
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1723.0.mata;1.08; 1.08215; 0.0044
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1726.0.mata;1.05; 1.0653; 0.0038
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1728.0.mata;1.09; 1.12375; 0.0045
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1729.0.mata;1.2; 1.19334; 0.0038
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_173.0.mata;0.34; 0.340223; 0.0015
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1732.0.mata;1.5; 1.6461; 0.0054
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1736.0.mata;1.36; 1.45621; 0.0053
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1737.0.mata;1.26; 1.31301; 0.0039
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1738.0.mata;1.29; 1.39183; 0.0038
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1739.0.mata;1.18; 1.26986; 0.0058
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1741.0.mata;1.07; 1.17727; 0.0045
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1748.0.mata;0.77; 0.869216; 0.0029
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1749.0.mata;1.1; 1.18907; 0.0056
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_175.0.mata;0.32; 0.347721; 0.0010
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1752.0.mata;0.75; 0.831812; 0.0027
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1755.0.mata;0.77; 0.796303; 0.0025
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1758.0.mata;0.82; 0.8067; 0.0025
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1761.0.mata;0.75; 0.764145; 0.0027
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1764.0.mata;0.72; 0.75994; 0.0026
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1767.0.mata;0.76; 0.783313; 0.0062
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1770.0.mata;0.77; 0.763741; 0.0025
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1777.0.mata;1.19; 1.1964; 0.0054
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1778.0.mata;1.19; 1.23078; 0.0039
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1781.0.mata;1.24; 1.2468; 0.0043
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1784.0.mata;0.81; 0.824121; 0.0034
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1785.0.mata;1.46; 1.51943; 0.0046
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1786.0.mata;1.22; 1.26334; 0.0056
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1789.0.mata;1.3; 1.30944; 0.0054
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_179.0.mata;0.36; 0.360528; 0.0010
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1792.0.mata;1.46; 1.54304; 0.0047
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1795.0.mata;1.25; 1.2438; 0.0042
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1798.0.mata;1.24; 1.23821; 0.0044
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1817.0.mata;1.27; 1.26933; 0.0072
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1847.0.mata;0.76; 0.748479; 0.0026
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_187.0.mata;0.34; 0.344971; 0.0010
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1874.0.mata;0.98; 0.971791; 0.0025
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1875.0.mata;0.85; 0.895532; 0.0024
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1877.0.mata;0.81; 0.832114; 0.0024
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1878.0.mata;0.89; 0.871634; 0.0036
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1879.0.mata;0.86; 1.02281; 0.0025
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1887.0.mata;1.1; 1.2143; 0.0030
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_1897.0.mata;1.08; 1.17954; 0.0029
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_277.0.mata;0.77; 0.858984; 0.0017
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_357.0.mata;0.37; 0.419721; 0.0010
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_378.0.mata;0.42; 0.447946; 0.0011
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_379.0.mata;0.38; 0.445009; 0.0011
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_447.0.mata;0.19; 0.213805; 0.0014
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_470.0.mata;0.55; 0.667468; 0.0038
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_473.0.mata;0.53; 0.635293; 0.0017
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_497.0.mata;0.43; 0.580964; 0.0022
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_507.0.mata;0.88; 0.892467; 0.0023
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_527.0.mata;0.16; 0.179147; 0.0005
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_537.0.mata;0.25; 0.259682; 0.0005
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_573.0.mata;0.2; 0.202386; 0.0005
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_574.0.mata;0.27; 0.271919; 0.0007
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_575.0.mata;0.25; 0.262998; 0.0005
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_627.0.mata;0.32; 0.352277; 0.0011
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_637.0.mata;0.55; 0.600602; 0.0017
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_670.0.mata;0.29; 0.335007; 0.0024
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_7.0.mata;0.13; 0.140856; 0.0008
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_703.0.mata;1.31; 1.46881; 0.0043
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_707.0.mata;1.36; 1.52549; 0.0041
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_71.0.mata;0.37; 0.463059; 0.0021
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_713.0.mata;1.13; 1.2149; 0.0046
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_720.0.mata;1.48; 1.52125; 0.0225
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_725.0.mata;1.08; 1.12335; 0.0068
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_728.0.mata;1.61; 1.76482; 0.0057
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_73.0.mata;0.37; 0.391321; 0.0011
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_744.0.mata;0.98; 0.991285; 0.0035
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_746.0.mata;0.91; 0.981671; 0.0031
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_751.0.mata;0.92; 0.99; 0.0033
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_753.0.mata;0.99; 1.08605; 0.0038
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_755.0.mata;0.93; 0.949906; 0.0034
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_762.0.mata;0.92; 1.01603; 0.0032
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_763.0.mata;0.93; 0.954993; 0.0033
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_766.0.mata;0.85; 0.901604; 0.0046
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_775.0.mata;0.88; 0.884818; 0.0029
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_780.0.mata;1.14; 1.20765; 0.0030
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_785.0.mata;1.01; 1.00756; 0.0051
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_788.0.mata;1.01; 1.08511; 0.0035
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_807.0.mata;1.1; 1.12386; 0.0039
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_817.0.mata;1.05; 1.07506; 0.0034
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_870.0.mata;0.91; 0.920179; 0.0030
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_887.0.mata;0.5; 0.534687; 0.0020
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_927.0.mata;0.32; 0.351771; 0.0036
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/nested9_true-unreach-call.i_947.0.mata;0.91; 0.910234; 0.0066
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1478.0.mata;5.43; 5.47868; 0.0015
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1735.0.mata;0.07; 0.0846163; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_1757.0.mata;2.68; 2.7514; 0.0007
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2147.0.mata;0.14; 0.152103; 0.0003
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2175.0.mata;1.99; 2.03607; 0.0004
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2715.0.mata;2.73; 2.76154; 0.0005
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_2746.0.mata;TO;TO;TO
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_278.0.mata;5.33; 5.45233; 0.0015
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_287.0.mata;TO;TO;TO
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3227.0.mata;2.58; 2.6736; 0.0004
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_367.0.mata;TO;TO;TO
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_3872.0.mata;0.09; 0.209417; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_557.0.mata;TO;TO;TO
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_597.0.mata;TO;TO;TO
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_73.0.mata;0.08; 0.0972977; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_847.0.mata;0.09; 0.106075; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_874.0.mata;0.08; 0.0976749; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/UltimateAutomizer/recHanoi03_true-unreach-call_true-termination.c_876.0.mata;0.2; 0.20295; 0.0003
automata/nfa-bench/benchmarks/presburger/complement/tptp/ARI056_1.mata;0.0; 0.00152671; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/ARI083_1.mata;0.01; 0.0178543; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/ARI572_1.mata;0.0; 0.0027015; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/ARI590_1.mata;0.0; 0.00365076; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/ARI591_1.mata;0.0; 0.0188085; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/ARI592_1.mata;0.01; 0.0140849; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM865_1.mata;0.19; 0.214947; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM868_1.mata;0.0; 0.00149716; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM869_1.mata;0.0; 0.00102204; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM870_1.mata;0.0; 0.00892435; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM871_1.mata;0.01; 0.0156952; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM874_1.mata;0.0; 0.00226531; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM895_1.mata;0.0; 0.00404415; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM896_1.mata;0.0; 0.00513659; 0.0003
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM897_1.mata;0.0; 0.00297421; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM898_1.mata;0.0; 0.00375331; 0.0002
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM899_1.mata;0.01; 0.0180867; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM915_1.mata;0.0; 0.00248471; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM916_1.mata;0.0; 0.00230044; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM917_1.mata;0.0; 0.00812664; 0.0001
automata/nfa-bench/benchmarks/presburger/complement/tptp/NUM918_1.mata;0.0; 0.00306677; 0.0001
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06042.mata;0.51; 0.264257; 0.2461
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06076.mata;0.53; 0.022744; 0.5163
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06210.mata;0.06; 0.0428719; 0.0187
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06234.mata;0.12; 0.0943281; 0.0284
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06244.mata;0.09; 0.0698511; 0.0207
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06264.mata;ERR;ERR;ERR
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06295.mata;4.47; 0.0795845; 4.5029
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06296.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06368.mata;0.0; 0.00348289; 0.0014
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06421.mata;0.15; 0.122306; 0.0319
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06476.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06499.mata;0.96; 0.152879; 0.8026
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06516.mata;2.6; 0.131636; 2.5326
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06570.mata;0.0; 0.00468912; 0.0025
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06590.mata;1.47; 0.24075; 1.2227
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06599.mata;2.29; 0.386709; 1.8919
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06612.mata;1.7; 0.267233; 1.3987
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06622.mata;0.97; 0.592862; 0.3443
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06647.mata;4.9; 3.23406; 1.6655
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06650.mata;0.32; 0.0830443; 0.2373
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06665.mata;6.11; 0.0811437; 6.1569
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06671.mata;0.06; 0.0450631; 0.0133
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06704.mata;0.65; 0.0378254; 0.6146
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06722.mata;1.76; 0.301669; 1.4108
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06730.mata;0.18; 0.132206; 0.0500
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06770.mata;2.63; 0.404411; 2.2086
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06780.mata;0.02; 0.0129227; 0.0064
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06846.mata;0.45; 0.320731; 0.1475
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06848.mata;0.01; 0.00968666; 0.0044
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06892.mata;0.07; 0.0352132; 0.0373
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06928.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06935.mata;23.78; 0.899395; 23.0969
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06956.mata;0.0; 0.0172138; 0.0037
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06963.mata;0.65; 0.233767; 0.4157
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance06975.mata;0.14; 0.0138591; 0.1277
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07006.mata;1.29; 0.773543; 0.3643
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07019.mata;0.39; 0.202696; 0.1625
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07040.mata;0.01; 0.0059651; 0.0046
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07045.mata;0.14; 0.114128; 0.0200
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07064.mata;6.76; 0.0429962; 6.9251
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07075.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07110.mata;0.01; 0.0110338; 0.0058
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07137.mata;24.96; 0.425665; 24.6561
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07152.mata;0.06; 0.0282493; 0.0308
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07170.mata;0.16; 0.0175285; 0.1506
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07273.mata;0.37; 0.164072; 0.1803
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07319.mata;0.35; 0.18156; 0.1559
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07419.mata;26.84; 0.497054; 26.5347
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07431.mata;0.01; 0.00587242; 0.0026
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07461.mata;0.15; 0.0983281; 0.0449
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07468.mata;0.78; 0.0250047; 0.7523
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07473.mata;0.01; 0.0098064; 0.0041
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07591.mata;0.06; 0.0438089; 0.0133
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07609.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07622.mata;0.24; 0.161621; 0.1145
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07668.mata;0.15; 0.0883965; 0.0708
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07669.mata;9.04; 0.517942; 8.6408
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07674.mata;3.2; 0.261129; 3.0235
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07677.mata;0.05; 0.0442586; 0.0130
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07756.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07783.mata;0.01; 0.0188059; 0.0042
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07807.mata;0.03; 0.0255896; 0.0089
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07937.mata;0.42; 0.603876; 0.0635
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance07947.mata;0.07; 0.388595; 0.0401
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08001.mata;0.31; 0.159627; 0.2179
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08023.mata;0.15; 0.123351; 0.0232
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08029.mata;ERR;ERR;ERR
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08074.mata;ERR;ERR;ERR
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08114.mata;10.21; 0.733219; 9.7549
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08116.mata;0.04; 0.0395216; 0.0177
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08118.mata;2.52; 1.55943; 0.9261
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08130.mata;0.02; 0.0186808; 0.0042
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08186.mata;4.04; 2.76204; 1.1773
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08189.mata;0.87; 0.0453123; 0.8355
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08201.mata;3.76; 0.432608; 3.3461
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08207.mata;0.22; 0.152166; 0.0751
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08227.mata;1.92; 0.273733; 1.6379
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08252.mata;TO;TO;TO
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08289.mata;13.43; 0.490915; 13.0567
automata/nfa-bench/benchmarks/z3-noodler/automatark/complement-big/instance08297.mata;0.09; 0.0728085; 0.0240
